,0
0,11.283466579166666
1,11.362839479166666
2,11.443980879166666
3,11.538921766666666
4,11.628230441666666
5,11.7216187875
6,11.792675141666667
7,11.884531329166666
8,11.965819154166667
9,12.060487020833335
10,12.153687429166666
11,12.234519383333332
12,12.321243883333333
13,12.395960891666668
14,12.462480054166669
15,12.542865400000002
16,12.6500028125
17,12.7353686125
18,12.803055479166668
19,12.894546704166666
20,12.989103220833336
21,13.0983578375
22,13.201923229166667
23,13.273266720833334
24,13.373635395833334
25,13.477480058333336
26,13.57081112916667
27,13.6556697125
28,13.741649725000002
29,13.825701000000002
30,13.901255645833333
31,13.984307570833332
32,14.0769966625
33,14.1723967125
34,14.276692120833335
35,14.392883804166669
36,14.5118005625
37,14.58798044166667
38,14.657930120833335
39,14.75329094166667
40,14.829851479166669
41,14.912165087500002
42,15.002753866666668
43,15.110275875000001
44,15.198625766666668
45,15.265818091666668
46,15.345917425000003
47,15.41471545
48,15.484607516666669
49,15.583207370833334
50,15.696917375000002
51,15.781361137500001
52,15.860119987500001
53,15.956733320833335
54,16.059329104166668
55,16.13177185
56,16.2166260875
57,16.309984225
58,16.392937758333332
59,16.488593270833334
60,16.603893775
61,16.6739900125
62,16.766261329166664
63,16.849136675
64,16.94081255416667
65,17.026740183333334
66,17.110200041666666
67,17.202500362500004
68,17.301181254166664
69,17.4040576625
70,17.482264345833336
71,17.5736642875
72,17.68194806666667
73,17.766099641666667
74,17.848097554166667
75,17.929821304166673
76,18.028299933333336
77,18.096653725000003
78,18.186412008333335
79,18.2900425125
80,18.38856295416667
81,18.452995308333335
82,18.530397154166668
83,18.596769679166666
84,18.669208891666667
85,18.746947954166668
86,18.825445479166667
87,18.905884975000003
88,18.986208220833333
89,19.051410020833334
90,19.119952437500004
91,19.20090618333334
92,19.289111108333334
93,19.397403854166665
94,19.488126225
95,19.581516625000003
96,19.64746785416667
97,19.730085812500004
98,19.8227762875
99,19.904757325000002
100,19.9940046625
101,20.104525245833333
102,20.204947020833334
103,20.29689792916667
104,20.384960345833335
105,20.469191395833334
106,20.550451250000002
107,20.631974004166672
108,20.721389850000005
109,20.811418700000004
110,20.911353387500004
111,21.000126720833336
112,21.077522254166674
113,21.161761312500005
114,21.233627800000004
115,21.36027914583333
116,21.43174495833334
117,21.502993566666667
118,21.56949213333333
119,21.63705037916667
120,21.717776775
121,21.81385191666667
122,21.90507006666667
123,21.970089016666673
124,22.04977303333334
125,22.129198345833338
126,22.210926983333334
127,22.304171341666674
128,22.37093412916667
129,22.44708537083334
130,22.54097724583334
131,22.62443625416667
132,22.715604658333337
133,22.811861904166676
134,22.91550166250001
135,22.99632673333334
136,23.068768687500004
137,23.145208291666677
138,23.24914737083334
139,23.33134727083334
140,23.426443637500007
141,23.505155137500008
142,23.58735442083334
143,23.671388000000004
144,23.76896708750001
145,23.862907691666674
146,23.954497741666675
147,24.069743983333343
148,24.169521579166673
149,24.253112687500003
150,24.325842745833338
151,24.403485837500003
152,24.482299150000006
153,24.56370339166667
154,24.673754483333337
155,24.75588770833334
156,24.864355283333342
157,24.954952929166673
158,25.025065370833342
159,25.12436430000001
160,25.232036416666677
161,25.31288900000001
162,25.39545035
163,25.49375411250001
164,25.580049562500008
165,25.65920712083334
166,25.74343128333334
167,25.84183010833334
168,25.921703812500002
169,26.002798345833344
170,26.110394595833345
171,26.21810913333334
172,26.300027187500007
173,26.409419166666677
174,26.48786919166668
175,26.581854954166673
176,26.664761512500004
177,26.75325852083334
178,26.83261742083334
179,26.912506991666675
180,27.002329229166676
181,27.068735291666673
182,27.146774725000007
183,27.245030145833336
184,27.34690349166667
185,27.427865358333342
186,27.514886850000007
187,27.624567375
188,27.73742330416667
189,27.84632208333334
190,27.93045625416667
191,28.017826487500002
192,28.101722937500003
193,28.192359362500007
194,28.271956041666673
195,28.371660008333336
196,28.48062612083334
197,28.58397255833334
198,28.66356452500001
199,28.745115466666668
200,28.855491862500006
201,28.92812032083334
202,29.01455506666667
203,29.12467391666667
204,29.216868054166667
205,29.295900500000005
206,29.374066770833338
207,29.485440895833335
208,29.599787183333337
209,29.708587858333335
210,29.785701366666668
211,29.878474037500002
212,29.960022741666666
213,30.052171979166662
214,30.1342891125
215,30.211426995833335
216,30.29689125833334
217,30.396124108333332
218,30.460167720833336
219,30.57319186666667
220,30.6696649
221,30.76225812916667
222,30.85401267916667
223,30.951967775000004
224,31.04810475416667
225,31.14235072916667
226,31.229275287500005
227,31.336874516666676
228,31.432922625000007
229,31.54098454166667
230,31.610683983333338
231,31.70379227500001
232,31.76988486666667
233,31.87315382083334
234,31.985463237500003
235,32.09045036666667
236,32.174363375000006
237,32.27257166666667
238,32.35585485416667
239,32.43980562083334
240,32.530781025
241,32.61243992083334
242,32.67963372916667
243,32.775642787500004
244,32.87351907083333
245,32.97142639583334
246,33.0712542125
247,33.177253050000004
248,33.271841175
249,33.349084179166674
250,33.45845211666667
251,33.56315553333334
252,33.64203554583334
253,33.736925575
254,33.83577757916667
255,33.92021097083334
256,34.00113605833334
257,34.094815675
258,34.17557105000001
259,34.25886931666666
260,34.367460275
261,34.457446841666666
262,34.54469800416667
263,34.65136042500001
264,34.75798252916666
265,34.832779145833335
266,34.937462100000005
267,35.03879789583334
268,35.13181424583334
269,35.20668867500001
270,35.28329875833333
271,35.36204260833333
272,35.4601049125
273,35.540827970833334
274,35.637314833333335
275,35.752755058333335
276,35.817016687499994
277,35.9038817625
278,35.9819698875
279,36.07119238333334
280,36.14771812916666
281,36.24000076666667
282,36.3191850625
283,36.427094741666664
284,36.535673525
285,36.6287513
286,36.691876566666664
287,36.786527441666664
288,36.86752764166667
289,36.96231280833333
290,37.05875170416667
291,37.154825200000005
292,37.25374119166666
293,37.34457799583333
294,37.46194764583333
295,37.52826797499999
296,37.619773754166665
297,37.69458371666667
298,37.772671975
299,37.86686069583334
300,37.946866179166676
301,38.02532503750001
302,38.104006845833325
303,38.18737293333334
304,38.282385537500005
305,38.37717848750001
306,38.45709680833333
307,38.535476458333335
308,38.627957583333334
309,38.6922966875
310,38.79781027916667
311,38.87903200000001
312,38.95673391249999
313,39.039614129166665
314,39.15717372083333
315,39.226598108333334
316,39.30386654583334
317,39.382429
318,39.48801064166667
319,39.56521225
320,39.66600034583334
321,39.75607132083334
322,39.86316630000001
323,39.97240585833334
324,40.04330296666667
325,40.13644864583333
326,40.22959944583334
327,40.332688366666666
328,40.400868441666674
329,40.490902287500006
330,40.579319645833344
331,40.66973325833334
332,40.78106054583334
333,40.85611659166668
334,40.95741025000001
335,41.03650659166668
336,41.0975817875
337,41.175319991666676
338,41.26828177083334
339,41.34970295416667
340,41.42919213333334
341,41.51443877083334
342,41.62167482916667
343,41.71711778333334
344,41.80892025833333
345,41.91957381666667
346,41.99994715416666
347,42.11213347916667
348,42.20333155416667
349,42.288449183333334
350,42.39646109583333
351,42.49145374166667
352,42.57270714583334
353,42.638193791666666
354,42.721457908333335
355,42.818677433333335
356,42.914371895833334
357,43.020451191666666
358,43.10219052083333
359,43.20577602916667
360,43.29287332916667
361,43.39659659583333
362,43.49934340833333
363,43.56647842083333
364,43.67294498749999
365,43.777542437499996
366,43.879266395833326
367,43.986800170833334
368,44.068701225
369,44.14955009583333
370,44.243052099999986
371,44.337108304166655
372,44.41274394166667
373,44.530542162499984
374,44.62853364583332
375,44.71239136666666
376,44.81970936666665
377,44.92709311666666
378,45.033303387499984
379,45.12226884999999
380,45.22863077083332
381,45.32170659999999
382,45.43552642083333
383,45.52041111666666
384,45.616662262499986
385,45.69490664166666
386,45.76870668333333
387,45.890890845833326
388,45.959331995833324
389,46.02683843333333
390,46.123634416666654
391,46.1900268875
392,46.28212937083333
393,46.37633720416666
394,46.47318917499999
395,46.56363398333333
396,46.65564522916666
397,46.752457762499986
398,46.858205699999985
399,46.937303491666654
400,47.05161712083332
401,47.13374145416666
402,47.22557653333333
403,47.30751968333333
404,47.405896049999996
405,47.484742508333326
406,47.55011342499999
407,47.65657702916667
408,47.75416765000001
409,47.84994323750001
410,47.93081960416667
411,48.03996610416666
412,48.145907824999995
413,48.2230166875
414,48.28782579166666
415,48.37561859999999
416,48.470044791666666
417,48.559812995833326
418,48.63882703333333
419,48.72667867083332
420,48.80686689999999
421,48.894619574999986
422,48.956416899999994
423,49.040371745833326
424,49.13214264999999
425,49.227372974999994
426,49.317481754166664
427,49.401045258333326
428,49.47703970833333
429,49.574622641666664
430,49.649607725
431,49.72691005416666
432,49.80846495416666
433,49.901954079166664
434,49.975646554166666
435,50.04059378749999
436,50.13270256666667
437,50.20995385833333
438,50.324125254166674
439,50.41514659166667
440,50.49555959166666
441,50.59770449999999
442,50.672047633333335
443,50.76267126249999
444,50.864245516666664
445,50.95526299583333
446,51.04013262083333
447,51.12036312916666
448,51.21305463333333
449,51.27837844583333
450,51.35763907083333
451,51.4796306375
452,51.55974760000001
453,51.666916025
454,51.76359577083333
455,51.842362958333325
456,51.93412400833333
457,52.025395237499986
458,52.116063562499995
459,52.19458228749999
460,52.28756730833333
461,52.39494542916667
462,52.47361205833333
463,52.541856325
464,52.632323504166656
465,52.728904099999994
466,52.811568995833326
467,52.89632925833333
468,52.98792712083333
469,53.07249957916667
470,53.16439493333332
