,0
0,0.004139920423715568
1,0.004283946806180281
2,0.004100284977097758
3,0.004105082259348613
4,0.004116858264228591
5,0.0038778084273604274
6,0.0037404216947939336
7,0.0037195259084270914
8,0.0035765003140860122
9,0.003563176166046662
10,0.003754626007837816
11,0.003701282298333467
12,0.0036230766030543216
13,0.0036061082286876272
14,0.0035869597133225484
15,0.0035920642368816986
16,0.003581308748657921
17,0.003664306413521972
18,0.0036473706568799055
19,0.003646491294778488
20,0.0036395858183975653
21,0.0037681238491900342
22,0.0035859724263868405
23,0.003722315042581794
24,0.0037608233348693483
25,0.0038655824617509315
26,0.0039776908115225175
27,0.004101301291080812
28,0.004054962935210924
29,0.004089788157146137
30,0.004015581092998476
31,0.004115321472669697
32,0.0043389265974009125
33,0.004334293825655895
34,0.0043085474510325215
35,0.004189757303211454
36,0.0041971474380892585
37,0.0042016320830162174
38,0.004210872995190778
39,0.004273832268531638
40,0.004351301100412163
41,0.0043233846314734165
42,0.0042178946963812875
43,0.004275941298618682
44,0.004120622263004995
45,0.004224046837015451
46,0.004161520528823308
47,0.004043896641577724
48,0.004286615221268747
49,0.004293756714145108
50,0.004091452588948801
51,0.003973846645093178
52,0.0041507885049636055
53,0.004191787193676833
54,0.004195563052917778
55,0.004085610612148325
56,0.004038948234767962
57,0.003910003170208012
58,0.003703875684038261
59,0.0035963606799257444
60,0.0035971541573828086
61,0.0035018660781161895
62,0.003479245007722733
63,0.0036134658318577218
64,0.003605617760867812
65,0.0036307884070452836
66,0.003620147367030256
67,0.003634379824050177
68,0.0037226466172941516
69,0.0036386820827300475
70,0.0038105236502988366
71,0.0037672067861298634
72,0.003916894555107944
73,0.0037848597577710284
74,0.0036541965640677515
75,0.0036006025680437965
76,0.003496480802520224
77,0.003393825313152085
78,0.0032146969635496493
79,0.003114072747916768
80,0.0031133671095987868
81,0.0030009339614098154
82,0.002849605514907424
83,0.002926315680226111
84,0.0031974014125134304
85,0.0032021511771675444
86,0.0031894093598228493
87,0.0031570856580564748
88,0.0031899613505905274
89,0.00319169114250348
90,0.0030455803354451166
91,0.002993150089416196
92,0.0029054506558694048
93,0.002769999935757114
94,0.002653649629317683
95,0.002898188968911424
96,0.002981665988488649
97,0.0027483616252179407
98,0.002628306674597159
99,0.0027030885068406634
100,0.0025192777014907955
101,0.0022879884361249486
102,0.002443476272234157
103,0.0023221906714123997
104,0.0021265520067554897
105,0.0020493862816164912
106,0.001903071898979584
107,0.0017628349031154822
108,0.0016878031984676014
109,0.0014668515552989862
110,0.0016363154810731112
111,0.0017008317831830797
112,0.0015390106648015733
113,0.0013298456515034405
114,0.0014824012571727394
115,0.001564684525796944
116,0.0017687601699825177
117,0.0016422106892961257
118,0.0014832444549479184
119,0.0014183419695232371
120,0.001589480842886644
121,0.001659303647783997
122,0.0015818743860239657
123,0.001662142646722665
124,0.0016401820860933237
125,0.001550768356939546
126,0.001687213948426476
127,0.001690853618307618
128,0.0014878060727830677
129,0.00144604409289567
130,0.0015704069202437732
131,0.0016380356677458828
132,0.0016304983807971564
133,0.0016078912559902114
134,0.0016273120431976617
135,0.0017011826671639305
136,0.0016261395793289724
137,0.001618558651327661
138,0.001556486029525958
139,0.0015451876388821876
140,0.0015481039240965383
141,0.0013230866561141613
142,0.0013750750044790726
143,0.0014172111611830344
144,0.001560935467529375
145,0.0015853733315661324
146,0.0013282529088217308
147,0.0014513448078510476
148,0.0015476003295344903
149,0.0015597256728763188
150,0.0016546509492755645
151,0.0015915424397901724
152,0.0015843641437213083
153,0.0015782317270655385
154,0.0016121587327595733
155,0.0015716602919923527
156,0.0014558679586481908
157,0.0015630609140809334
158,0.0016803408873278635
159,0.0015305698872237414
160,0.0015080726981741511
161,0.0014611281260614834
162,0.0015082673580905702
163,0.001578958238948578
164,0.0016896646623135788
165,0.001883540927680326
166,0.0018281381748402861
167,0.0019738578150821505
168,0.0020850959620654134
169,0.0020427925009368344
170,0.0020459548600535505
171,0.0020229564519740734
172,0.0019182210979639327
173,0.0019275992415009335
174,0.0020143612088447034
175,0.0021584388046636998
176,0.0022164565844771506
177,0.001988347530355163
178,0.001945139382575681
179,0.002024181196622961
180,0.0020727398956880724
181,0.0022160767142083344
182,0.00227328362562875
183,0.0024848680340528438
184,0.002512442094529387
185,0.0026358201526993147
186,0.002695328794796898
187,0.0025939827979223804
188,0.0027233216731330045
189,0.0028842537041650165
190,0.0029452734034989855
191,0.002931565530593216
192,0.002841692138211994
193,0.002911571349050769
194,0.0028484698217583443
195,0.003096996025753774
196,0.0029265996705229945
197,0.002798077329056196
198,0.002794821486628901
199,0.0028766000573754017
200,0.0025888249701321226
201,0.0022698961292831744
202,0.002304027865749045
203,0.00228356714060269
204,0.0022976554619548767
205,0.0021754353269039127
206,0.0020108905654176003
207,0.001980418106307466
208,0.0019789834004672107
209,0.0019938651022949282
210,0.0020171064611339104
211,0.0019862783505872257
212,0.0019172442583067224
213,0.0020712246995301027
214,0.001975937557824392
215,0.002077150490001247
216,0.0020101206899411526
217,0.002061844746972069
218,0.0020444827271589557
219,0.0017734427698833403
220,0.0017380536394154334
221,0.0016198822310612739
222,0.001723429439607923
223,0.0015033134776502187
224,0.0013538285131766688
225,0.0012263662611274324
226,0.0010209519334193418
227,0.0009042289997950619
228,0.0007740027497505598
229,0.000918900073087511
230,0.0009006581942502419
231,0.0006719514323461648
232,0.0006845752431276225
233,0.0006385691882033974
234,0.0006949666210910722
235,0.0006477877901834774
236,0.0006647649190265559
237,0.0008941334108686466
238,0.0008207055150540254
239,0.0009450728846755435
240,0.0008786145233762702
241,0.0008689980743646791
242,0.0008969479961363787
243,0.0008621509601728737
244,0.0007436324325103339
245,0.000952476484880199
246,0.0007181306473838826
247,0.0006169287692580677
248,0.0006215392189249287
249,0.0006534153622218142
250,0.0005519166550820399
251,0.0006283109844890744
252,0.000760932795662161
253,0.0006810501201650358
254,0.0009445051901875171
255,0.0010163308918889236
256,0.0009972598311587429
257,0.0010751578105357134
258,0.0009321939317030105
259,0.0008484261725491192
260,0.0008404177827206488
261,0.0008599550393999755
262,0.0009942223910141797
263,0.0008626121809654169
264,0.0010012074273575767
265,0.000960815462958616
266,0.0010988589342168084
267,0.001171929445624397
268,0.0013925331693385907
269,0.0012926966612123894
270,0.0013333836009053297
271,0.0015508772044686388
272,0.001641557681420833
273,0.001456814176978174
274,0.0016515342567228152
275,0.0017873924050282718
276,0.0018770150964111795
277,0.0020592525101330215
278,0.0020342184510606033
279,0.002006054136503727
280,0.002005661958506873
281,0.002080626207090892
282,0.0020447389417674604
283,0.0020197858369436885
284,0.0020667510788551064
285,0.0020128681235893225
286,0.0018671733062431148
287,0.002097945847591003
288,0.002144149247285571
289,0.0020849928536696436
290,0.0021636897384951464
291,0.00201859534076081
292,0.0019109943012214205
