,0
0,0.37679999999999997
1,0.37839999999999996
2,0.38079999999999997
3,0.38079999999999997
4,0.3816
5,0.3832
6,0.3856
7,0.3856
8,0.384
9,0.38639999999999997
10,0.3872
11,0.38639999999999997
12,0.38639999999999997
13,0.3872
14,0.38639999999999997
15,0.38639999999999997
16,0.3872
17,0.38639999999999997
18,0.38639999999999997
19,0.38639999999999997
20,0.3872
21,0.388
22,0.3888
23,0.3896
24,0.39039999999999997
25,0.3896
26,0.3888
27,0.39039999999999997
28,0.3888
29,0.3896
30,0.3896
31,0.39039999999999997
32,0.3896
33,0.388
34,0.39039999999999997
35,0.3912
36,0.3912
37,0.3912
38,0.39039999999999997
39,0.39039999999999997
40,0.3896
41,0.3896
42,0.39039999999999997
43,0.39039999999999997
44,0.3896
45,0.3912
46,0.3888
47,0.388
48,0.3856
49,0.3872
50,0.38480000000000003
51,0.3848
52,0.38639999999999997
53,0.38639999999999997
54,0.3848
55,0.3856
56,0.38639999999999997
57,0.388
58,0.3872
59,0.3872
60,0.3872
61,0.38639999999999997
62,0.3888
63,0.39039999999999997
64,0.3896
65,0.3888
66,0.3872
67,0.3856
68,0.3872
69,0.38639999999999997
70,0.3872
71,0.3872
72,0.3888
73,0.39039999999999997
74,0.39039999999999997
75,0.3872
76,0.3888
77,0.3896
78,0.3888
79,0.3896
80,0.3888
81,0.3896
82,0.3896
83,0.3888
84,0.3896
85,0.39039999999999997
86,0.3936
87,0.3928
88,0.3928
89,0.3928
90,0.3928
91,0.3928
92,0.3952
93,0.3976
94,0.3992
95,0.4008
96,0.3992
97,0.4
98,0.4
99,0.4
100,0.4024
101,0.4032
102,0.4016
103,0.4032
104,0.4048
105,0.4064
106,0.4048
107,0.404
108,0.4048
109,0.4032
110,0.404
111,0.4056
112,0.4032
113,0.4016
114,0.404
115,0.4056
116,0.4056
117,0.4064
118,0.4048
119,0.4056
120,0.4072
121,0.4056
122,0.4064
123,0.4064
124,0.4056
125,0.4072
126,0.40800000000000003
127,0.4088
128,0.4072
129,0.4056
130,0.4056
131,0.40800000000000003
132,0.4072
133,0.40800000000000003
134,0.4072
135,0.4072
136,0.40800000000000003
137,0.4096
138,0.4104
139,0.41200000000000003
140,0.4112
141,0.4104
142,0.4096
143,0.4096
144,0.4096
145,0.4096
146,0.40800000000000003
147,0.4072
148,0.4048
149,0.4056
150,0.4056
151,0.4056
152,0.40800000000000003
153,0.4096
154,0.4096
155,0.4112
156,0.4112
157,0.4096
158,0.4112
159,0.4112
160,0.4136
161,0.4152
162,0.4168
163,0.4168
164,0.41600000000000004
165,0.4176
166,0.4176
167,0.4192
168,0.42000000000000004
169,0.4176
170,0.4152
171,0.4144
172,0.4136
173,0.4136
174,0.4144
175,0.4144
176,0.4144
177,0.4152
178,0.41600000000000004
179,0.4168
180,0.4152
181,0.4176
182,0.4192
183,0.42000000000000004
184,0.4184
185,0.41600000000000004
186,0.4136
187,0.4128
188,0.4136
189,0.4144
190,0.4168
191,0.4192
192,0.4192
193,0.4192
194,0.42000000000000004
195,0.42000000000000004
196,0.4192
197,0.4176
198,0.4168
199,0.4176
200,0.42000000000000004
201,0.42160000000000003
202,0.4192
203,0.4168
204,0.41600000000000004
205,0.41600000000000004
206,0.4184
207,0.4184
208,0.4184
209,0.4192
210,0.4176
211,0.4184
212,0.4184
213,0.4184
214,0.4176
215,0.4192
216,0.4192
217,0.4176
218,0.4176
219,0.4184
220,0.42000000000000004
221,0.4192
222,0.4192
223,0.4184
224,0.42000000000000004
225,0.42000000000000004
226,0.42000000000000004
227,0.4192
228,0.42000000000000004
229,0.4208
230,0.42000000000000004
231,0.4224
232,0.4208
233,0.4208
234,0.4184
235,0.4192
236,0.41600000000000004
237,0.4152
238,0.4168
239,0.4168
240,0.4168
241,0.4168
242,0.4168
243,0.41600000000000004
244,0.4176
245,0.4176
246,0.4168
247,0.4184
248,0.4184
249,0.42000000000000004
250,0.4208
251,0.4176
252,0.41600000000000004
253,0.4144
254,0.4144
255,0.4128
256,0.4128
257,0.4128
258,0.4152
259,0.4152
260,0.4152
261,0.41600000000000004
262,0.41600000000000004
263,0.4168
264,0.4184
265,0.4184
266,0.4168
267,0.4184
268,0.42000000000000004
269,0.42160000000000003
270,0.42160000000000003
271,0.4208
272,0.4192
273,0.4184
274,0.4184
275,0.4176
276,0.4176
277,0.41600000000000004
278,0.4168
279,0.4176
280,0.4176
281,0.4176
282,0.42000000000000004
283,0.42160000000000003
284,0.4184
285,0.4168
286,0.4168
287,0.41600000000000004
288,0.4184
289,0.4192
290,0.42000000000000004
291,0.42160000000000003
292,0.4224
293,0.4232
294,0.4224
295,0.42160000000000003
296,0.4208
297,0.4208
298,0.42160000000000003
299,0.4208
300,0.42160000000000003
301,0.4208
302,0.42000000000000004
303,0.4232
304,0.4264
305,0.4264
306,0.4264
307,0.42560000000000003
308,0.4248
309,0.42400000000000004
310,0.42400000000000004
311,0.42400000000000004
312,0.4232
313,0.4224
314,0.4224
315,0.4232
316,0.42400000000000004
317,0.4248
318,0.4224
319,0.4224
320,0.4248
321,0.4264
322,0.4264
323,0.4248
324,0.4248
325,0.4264
326,0.42560000000000003
327,0.42400000000000004
328,0.4232
329,0.4208
330,0.4232
331,0.4232
332,0.4248
333,0.4248
334,0.4264
335,0.4264
336,0.4248
337,0.4264
338,0.42560000000000003
339,0.42560000000000003
340,0.42560000000000003
341,0.4264
342,0.4264
343,0.4248
344,0.4248
345,0.4232
346,0.4232
347,0.4224
348,0.42400000000000004
349,0.42560000000000003
350,0.42400000000000004
351,0.4232
352,0.42400000000000004
353,0.42160000000000003
354,0.42160000000000003
355,0.42000000000000004
356,0.42160000000000003
357,0.4232
358,0.4248
359,0.4264
360,0.4264
361,0.4264
362,0.4272
363,0.4288
364,0.4272
365,0.4272
366,0.4248
367,0.4208
368,0.4208
369,0.4184
370,0.41600000000000004
371,0.41600000000000004
372,0.4168
373,0.41600000000000004
374,0.41600000000000004
375,0.4152
376,0.4176
377,0.4184
378,0.42000000000000004
379,0.4208
380,0.4232
381,0.42160000000000003
382,0.4224
383,0.42000000000000004
384,0.4208
385,0.42000000000000004
386,0.4176
387,0.41600000000000004
388,0.4168
389,0.41600000000000004
390,0.4168
391,0.4152
392,0.4144
393,0.41600000000000004
394,0.41600000000000004
395,0.4168
396,0.4168
397,0.4168
398,0.4184
399,0.4176
400,0.4184
401,0.4192
402,0.4176
403,0.41600000000000004
404,0.4152
405,0.4144
406,0.4136
407,0.4136
408,0.4128
409,0.4136
410,0.4104
411,0.4104
412,0.4072
413,0.4072
414,0.4088
415,0.40800000000000003
416,0.4088
417,0.4088
418,0.4096
419,0.4104
420,0.41200000000000003
421,0.4128
422,0.4136
423,0.4128
424,0.4136
425,0.4152
426,0.4152
427,0.41600000000000004
428,0.41600000000000004
429,0.41600000000000004
430,0.41600000000000004
431,0.41600000000000004
432,0.4152
433,0.4128
434,0.4136
435,0.4128
436,0.4136
437,0.4128
438,0.4136
439,0.4128
440,0.4128
441,0.4128
442,0.4128
443,0.4144
444,0.4128
445,0.4128
446,0.4136
447,0.41200000000000003
448,0.4128
449,0.4128
450,0.4128
451,0.41200000000000003
452,0.4152
453,0.4176
454,0.42000000000000004
455,0.42000000000000004
456,0.42000000000000004
457,0.4224
458,0.4224
459,0.4232
460,0.42400000000000004
461,0.4248
462,0.42560000000000003
463,0.42560000000000003
464,0.4264
465,0.4264
466,0.42560000000000003
467,0.42560000000000003
468,0.4272
469,0.42560000000000003
470,0.42560000000000003
471,0.42560000000000003
472,0.4248
473,0.4248
474,0.4232
475,0.4232
476,0.4232
477,0.4224
478,0.4192
479,0.42000000000000004
480,0.4208
481,0.42000000000000004
482,0.4224
483,0.4232
484,0.4232
485,0.4224
486,0.4232
487,0.4224
488,0.4208
489,0.42160000000000003
490,0.4224
